text,emotion
昨天晚上我一个人在家，突然停电，整个人都吓坏了。,平淡语气
你知道吗？我的同事居然是个业余画家，他画的作品超级专业！,惊奇语调
今天吃的便当菜色又油又腻，吃完整个胃都不舒服。,厌恶语调
最近有什么好看的电影吗？我有点想找时间去电影院。,平淡语气
我刚刚去参加了一个朋友的婚礼，整个气氛超棒的，大家都好开心！,开心语调
今天回家发现养了多年的植物枯萎了，感觉心里很空。,悲伤语调
今天去超市买东西，结果结帐时发现标价跟实际收费不一样，感觉被坑了！,愤怒语调
最近家附近好像常常发生偷窃案，晚上一个人回家有点害怕。,平淡语气
你知道吗？我在街上碰到了一位小学同学，我们已经好久没联络了！,惊奇语调
今天去的一家咖啡厅，结果桌子黏黏的，环境也超脏，让人吃不下东西。,厌恶语调
这周末要不要去台北看展览？我听说有个很有趣的艺术展。,平淡语气
我今天在抽奖活动中中了免费机票，感觉超级幸运！,开心语调
我刚跟朋友吵了一架，感觉好难过，现在不知道该怎么办。,悲伤语调
今天有个人违规停车，害我塞车塞了半个小时，浪费我时间！,愤怒语调
最近我常收到奇怪的诈骗简讯，有点怕个资外泄了。,平淡语气
你知道吗？我今天在公司发现我的老板居然会打鼓，完全没想到！,惊奇语调
今天午餐吃的餐厅服务超差，还弄错了我的餐点，真的让人不爽。,厌恶语调
你这周末有没有空？我们可以去看看新上映的电影。,平淡语气
欸你有看那个电影红衣小女孩吗 超可怕的 害我都睡不著,平淡语气
今天那个老师超讨厌的,厌恶语调
欸我很怕我长不高怎么办,平淡语气
你怎么这么讨厌啊,厌恶语调
周末要不要去玩剧本杀啊,平淡语气
欸晚餐要吃什么,平淡语气
欸你知道陈思恺约我去网咖结果放鸟我,愤怒语调
哇你脸色怎么这么差啊？你昨天有睡觉吗,惊奇语调
好无聊喔,平淡语气
欸昨天那个地震超恐怖的,平淡语气
我昨天看了那个恐怖电影咒害我睡不著觉,平淡语气
我昨天看那个恐怖电影咒害我睡不著觉,平淡语气
唉我好想我的女朋友喔,悲伤语调
你知道吗我们今天班费被偷了欸,平淡语气
干今天陈思恺真的很过分,愤怒语调
欸有没有推荐的歌,平淡语气
我想要跟陈允熙告白你可以帮我吗？,平淡语气
诶诶诶我跟你说喔,平淡语气
我觉得今天午餐超难吃,厌恶语调
我今天听到一首好听的曲子欸,开心语调
今天真的超级热,愤怒语调
今天真的超级累,厌恶语调
我想不到吃什么？,悲伤语调
干我今天基本电学考得超烂,愤怒语调
完蛋！我找不到我的耳机,惊奇语调
中秋节要不要烤肉,开心语调
好饱喔,平淡语气
我老板超机车,厌恶语调
太小气了，什么钱都抠,悲伤语调
我前老板就不小气,惊奇语调
最近压力有点大,悲伤语调
最近的课业压力，让我觉得好累,厌恶语调
他唱歌好难听,愤怒语调
为什么人可以蠢成这样,愤怒语调
你今天看起来很累欸,平淡语气
有风欸！好凉喔！,开心语调
我加入乐团不是为了聊心事，我只是想用鼓棒猛敲我的心事,愤怒语调
我没事啦,厌恶语调
我不想跟你吵这件事，好吗？,悲伤语调
你就喜欢嘲笑别人，大家都超爱，但没有人知道被嘲笑滋味,悲伤语调
你想要谈谈吗？,平淡语气
你这一代的男人都不愿意敞开心房？,惊奇语调
我不管做什么都有人对我失望,悲伤语调
我只是不希望他搞砸,悲伤语调
我不喜欢他对我说谎,悲伤语调
当你觉得自己是个好家长，觉得自己做对了，结果他却长大了！我不想失去他，你懂吗？,悲伤语调
完蛋了啦！今天要报告欸，好怕被砲,平淡语气
你觉得我要去看书吗？,平淡语气
他妈怎么嘴可以这么贱啊,厌恶语调
我昨天只睡了半个小时，后来跌倒就醒来了,悲伤语调
我不太擅长这些....,悲伤语调
咁我已经在睡了，被你的震动吵醒,愤怒语调
最近有什么电影好看吗,开心语调
我告诉你一家超好吃的餐厅,开心语调
要帮你印急件吗，然后你到时候再给我钱,平淡语气
你真的很谦虚耶！我是真的是那种学了后面忘了前面的人,开心语调
今天有点想打球，要一起吗,开心语调
我最近想换发型了，你有推荐的吗？,开心语调
还ok吗？ 感觉应该不太好，希望明天有好心情,悲伤语调
我刚刚收到了一个朋友送的惊喜！真的超感动！,开心语调
我的猫咪生病了，感觉好难受，不知道该怎么办。,悲伤语调
今天我明明有预约，结果到了诊所还让我等了一个小时，真的气死了！,愤怒语调
我最近觉得身体状况不太好，总是感觉疲惫，开始有点担心是不是生病了。,平淡语气
你相信吗？我朋友刚刚突然告诉我他要搬去国外了，完全没想到！,惊奇语调
今天在便利商店买东西，结果店员的态度超差，让我一整天心情都超差。,厌恶语调
这周末有个朋友邀我去露营，好期待喔？,平淡语气
我今天在工作上得到了一个大奖，超开心的！,开心语调
我昨天不小心把我最喜欢的杯子摔破了，心情好差。,悲伤语调
我今天的网路突然断线，害我一整天工作成果直接消失，真的很火大！,愤怒语调
我最近发现家里有点潮湿，开始有霉斑了。,平淡语气
你知道吗？我居然中了乐透的三等奖，这太不可思议了！,惊奇语调
今天中午去吃饭，结果旁边桌的人边吃边大声讲电话，真的超烦。,厌恶语调
这周末想去骑脚踏车，你有没有推荐的路线？,平淡语气
我今天去吃了一家超有名的小吃店，真的超好吃！,开心语调
我昨天才知道，我喜欢的书店要结束营业了...,悲伤语调
今天在路上被人按喇叭，明明就没有做错什么，真的超火大！,愤怒语调
我刚刚在家里听到楼下有奇怪的声音，有点可怕。,平淡语气
你知道吗？我今天居然在捷运上碰到了一位电影明星！,惊奇语调
今天去了一家咖啡厅，结果桌子上都是污渍，真让人吃不下东西。,厌恶语调
最近天气变好了，你有没有什么推荐的户外活动？,平淡语气
我刚刚在夜市买到了一些超可爱的饰品，价格还超便宜！,开心语调
我今天看到小学同学分享他们的生活，感觉自己有点不如人，心情好低落。,悲伤语调
今天去加油站排了好久，结果被人插队，真是气死我了！,愤怒语调
我朋友说他最近被陌生人跟踪，让我有点害怕，担心会不会也遇到。,平淡语气
你知道吗？我今天看到我们班张景翔，居然在校庆表演跳舞，超厉害！,惊奇语调
今天吃的便当，饭硬到像石头一样，真的完全吃不下。,厌恶语调
这周末想去海边走走，你觉得哪个海滩比较好？,平淡语气
你知道吗？我昨天梦到我变成了一只猫！,惊奇语调
我刚刚看到窗外有一个影子一闪而过...,平淡语气
你相信吗？我刚刚中了彩票！,开心语调
你觉得平行宇宙真的存在吗？,疑问语调
如果有一天我们能跟外星人沟通，你想问他们什么？,惊奇语调
我刚刚跟我的AI助手吵架了…,悲伤语调
智能管家完全不听我的指令！,愤怒语调
你觉得未来我们真的可以住在月球上吗？,惊奇语调
我刚刚遇到一个长得超像我的人。他说他是未来的我！是从 30 年后来的！,惊奇语调
我的AI助手居然开始自我学习，还自己下单买东西！,平淡语气
如果有机会能够穿越时空，你会想去哪个时代？,惊奇语调
为什么我订制的机器人总是答非所问？,愤怒语调
我刚刚发现，我的量子宠物变成了光子，回不来了…,悲伤语调
今天我用3D打印机打印了一台迷你飞行器，竟然真的飞起来了！,开心语调
我刚刚和一个智能镜子聊天，它居然知道我的一切！,惊奇语调
你觉得如果有一天人类变成了半机械人，我们还算是人类吗？,惊奇语调
我刚刚发现一个秘密地下室，里面藏著一本百年以前的日记！,惊奇语调
你听到了吗？楼下半夜传来奇怪的脚步声，但没有人住在那里…,平淡语气
你相信吗？我刚刚收到一封来自陌生人的感谢信！,开心语调
今天早上我在路上看到一个人，长得跟我一模一样！,疑问语调
为什么我的同事总是偷偷把我的点心吃掉！,愤怒语调
我刚刚发现我养了多年的植物，竟然被邻居的猫弄死了…,悲伤语调
你知道吗？我今天赢了一场即兴辩论比赛！,开心语调
我刚刚在公园看到有人放风筝放到天上不见了！,惊奇语调
我刚刚收到一封信，居然是未来的我寄给现在的我！,惊奇语调
你还记得我们那天去的古老图书馆吗？里面居然有本书在自动翻页！,平淡语气
如果你能瞬间学会任何一项技能，你会选什么？,惊奇语调
我的笔记本突然坏了！所有重要的资料都没了！,愤怒语调
我刚刚在咖啡店遇到一个超有趣的人，他居然说他曾经当过马戏团表演者！,开心语调
我今天无意间打开了一个旧箱子，里面全是我小时候的玩具，勾起好多回忆…,悲伤语调
我刚刚发现，隔壁的林成家居然是个隐姓埋名的小说作家！,惊奇语调
刚刚好像有个奇怪的人一直盯著我看，让我觉得好可怕。,平淡语气
你相信吗？我今天在路边捡到一个装满金币的箱子！,惊奇语调
我刚刚发现一张看似普通的老照片，里面的人…看起来跟现在的我一模一样！,平淡语气
如果有机会让你搬到一个无人小岛，你愿意吗？,惊奇语调
我计划了好几个月的旅行居然被取消了，气死我了！,愤怒语调
今天我居然被邀请去参加一场神秘的地下音乐会！,开心语调
我刚刚把祖母留下来的古董杯子不小心打破了…,悲伤语调
你能相信吗？我居然在一个网络论坛上遇到了小学时的朋友！,惊奇语调
