domain,text,action
轻小说,她轻轻合上书本，嘴角微微上扬。,（合书并微笑）
都市,她快速穿过拥挤的街道，目光坚定。,（快速行走且目光直视前方）
侦探,侦探悄悄地跟在目标后面，眼神警觉。,（蹑手蹑脚地跟踪）
言情,她轻轻咬着下唇，眼中闪过一丝犹豫的光芒。,（低头沉思）
日常,她轻轻放下茶杯，眼神飘向窗外。,（放下茶杯并望向窗外）
玄幻,她轻挥法杖，口中念出古老的咒语，周围的空气开始扭曲。,（施展魔法）
历史,他缓缓展开古老的羊皮卷轴，眼神中闪烁着对未知的渴望。,（展开羊皮卷轴）
侦探,侦探缓缓戴上手套，目光如炬地扫视着房间。,（戴手套并环视四周）
侦探,她轻轻翻动着破旧的日记本，眉头紧锁。,（翻阅并研究日记）
玄幻,老者轻轻一挥手，空中出现一道耀眼光芒。,（施展法力召唤光芒）
武打,她迅速侧身，避开了迎面而来的飞刀，随即反手一掌击向对手。,（侧身躲避并反击）
科幻,光子剑在黑暗中划出一道光芒，她的目光坚定。,（挥舞光剑冲向阴影）
武打,他迅捷地转身，刀光如闪电划破夜空。,（快速转身挥刀）
武打,她快速后退几步，随后以迅雷不及掩耳之势向前冲刺，,（快速后退并冲刺）
生活,她轻轻地拿起茶杯，微笑着望向远方。,（端起茶杯微笑）
武打,她轻巧地翻身，避开了对手的攻击。,（翻身躲避）
历史,他沉思片刻，缓缓展开地图。,（展平地图）
武打,夜色中，他快速翻滚躲避，随后一跃而起，剑光如虹直指前方。,（翻滚躲避后跃起刺剑）
历史,他缓缓展开古老的羊皮卷轴。,（展开卷轴）
生活,她突然停下脚步，四处张望。,（寻找失物）
武打,她迅速转身，手中短剑寒光一闪。,（迅速转身并挥剑）
都市,她迅速躲进阴影中，心跳加速。,（躲避并用手机发信息）
历史,朱元璋缓缓摊开手中的地图，目光如炬地扫视着每一个标记。,（展开地图并仔细观察）
科幻,她迅速按下控制台上的红色按钮，整个房间瞬间被蓝色的能量场包围。,（激活能量防护罩）
日常,她轻轻合上书本，抬头望向窗外。,（合书并远眺）
侦探,侦探迅速翻出旧照片，眉头紧锁。,（翻阅照片并皱眉）
历史,将军紧握宝剑，目光如炬地扫视着战场。,（挥剑指挥士兵冲锋）
生活,她轻叹一声，望向窗外飘落的树叶。,（叹气并凝视窗外）
侦探,侦探迅速翻开笔记本，目光如炬。,（快速翻阅并观察）
日常,她轻轻地拍了拍孩子的背，脸上露出温柔的微笑。,（轻拍孩子背部）
日常,她轻轻叹了口气，望向远方。,（远眺并叹息）
武打,他迅速侧身，避开致命一击。,（侧身闪避）
言情,她轻轻低下头，脸颊泛起一抹红晕。,（害羞地低头）
仙侠,她轻挥翠袖，眼神柔情似水。,（抚琴声中舞起）
历史,拿破仑站在大军前，高举着剑，目光如炬地望向远方。,（高举剑坚定注视远方）
玄幻,她轻挥玉手，星光随之流转。,（施放星光法术）
日常,她突然停下脚步，四处张望。,（寻找丢失的钥匙）
仙侠,她轻挥玉手，口中念念有词，周围顿时飘起无数花瓣。,（施展法术召唤花瓣）
日常,她轻轻拿起茶杯，微笑着看向远方。,（端起茶杯远眺）
历史,在古老的金字塔阴影下，探险家小心翼翼地举起火把，照亮了尘封千年的象形文字。,（举起火把照亮墙壁）
侦探,侦探迅速蹲下身，手指轻触地板上的痕迹，眉头紧锁。,（蹲下检查痕迹）
日常,她轻轻地把书放在桌上，然后深深地叹了一口气。,（放书并叹气）
轻小说,她轻轻闭上眼睛，嘴角微扬。,（微笑闭目）
言情,她轻轻咬住下唇，眼中闪过一丝羞涩的光芒。,（低头玩手指）
日常,她轻轻地摘下眼镜，揉了揉疲惫的双眼。,（摘眼镜并揉眼睛）
仙侠,她轻挥长袖，四周顿时风起云涌。,（挥袖引起风云变幻）
玄幻,她指尖轻点，空中绽放朵朵火莲。,（施展火系法术）
日常,她轻轻拿起咖啡杯，微微一笑。,（端起咖啡杯微笑）
言情,她轻轻低头，睫毛微微颤动。,（害羞地低下头）
武打,她迅速转身，一脚踢向对方的胸口，空气中划过一道锐利的风声。,（转身并踢腿）
玄幻,她轻挥衣袖，空中顿时绽放出万千光芒。,（施展法术）
历史,在古老的战场上，将军挥剑指向远方，眼中闪烁着胜利的光芒。,（挥剑指向远方）
玄幻,她轻挥衣袖，空中飘落万千光点。,（施展法术）
玄幻,她指尖轻点，紫电缠绕。,（释放雷电术）
玄幻,天空中突然裂开一道缝隙，一道金光从天而降，笼罩着他的全身。,（金光中缓缓升起，双手展开）
言情,她轻轻转身，眼中闪烁着泪光。,（转身抹泪）
日常,她轻轻地把书合上，嘴角露出一丝满足的微笑。,（合书并微笑）
武打,她迅速转身，刀刃闪烁寒光。,（快速旋转并挥刀）
生活,她轻轻合上书本，微笑着望向远方。,（合书并远眺）
日常,她轻轻揉了揉太阳穴，叹了口气。,（揉太阳穴并叹气）
生活,她轻轻地叹了口气，目光转向窗外。,（叹气并望向窗外）
武打,她迅速转身，脚尖轻点地面，跃起空中。,（旋转跳跃）
武打,闪电般的侧踢，直冲对手。,（快速侧踢动作）
历史,拿破仑举起望远镜，凝视远方。,（举起望远镜）
都市,她快速穿过拥挤的街道，不时回头张望，脸上写满了紧张。,（匆忙行走并频繁回头）
武打,她敏捷地跃起，双刀出鞘。,（跃起并拔刀）
武打,她轻巧地翻身一跃，落地无声。,（翻身跳跃）
侦探,侦探迅速翻开笔记本，目光如炬地扫过每一行字。,（翻笔记本并快速阅读）
武打,她轻盈地跃起，在空中划出一道优美的弧线。,（空中旋转踢腿）
日常,她轻快地跳过水坑，脸上洋溢着笑容。,（跳跃并微笑）
轻小说,她轻轻合上书本，露出一抹神秘的微笑。,（合书并微笑）
轻小说,她轻轻合上书本，嘴角浮现出一抹神秘的微笑。,（合书并微笑）
仙侠,月光下，她轻挥长剑，剑气如霜，周围的花瓣随之飘散。,（优雅地舞剑）
玄幻,他掌心凝聚出一团幽蓝色的火焰，眼中闪过一道寒光。,（掌心凝聚火焰）
生活,她轻轻拿起茶杯，脸上露出满意的微笑。,（品尝茶香）
日常,她轻快地跳跃，笑声清脆。,（跳跃着转圈）
生活,她轻轻地放下手中的茶杯，眼神温柔地望向窗外。,（放下茶杯并凝视远方）
言情,她轻轻转头，目光如水。,（温柔地注视远方）
轻小说,她轻轻合上书本，嘴角扬起神秘的微笑。,（合书并微笑）
轻小说,她轻轻合上书本，露出一抹神秘的微笑。,（合书并微笑）
侦探,侦探缓慢地掏出放大镜，仔细观察着地板上的微小痕迹。,（使用放大镜检查痕迹）
武打,他迅速侧身，闪电般踢出一脚。,（侧身踢击）
仙侠,她轻挥衣袖，剑气如虹。,（挥袖放出剑气）
武打,她迅速转身，刀光一闪。,（快速旋转并挥刀）
玄幻,她轻挥长袖，空中绽放出无数星光。,（施展星辰法术）
武打,她迅速转身，脚尖轻点地面，双手成爪状。,（施展轻功跃起，准备攻击）
仙侠,她轻挥长袖，脚下生出一朵莲花，缓缓升空。,（施展轻功飞升）
玄幻,夜空中突然裂开一道缝隙，璀璨的光芒中走出一个身披金甲的神秘人物。,（从光芒中踏步而出）
仙侠,月色如水，她轻挥长袖，剑气如虹，直指夜空中的异兽。,（挥袖出剑气）
武打,她快速转身，腿风凌厉。,（旋转踢腿）
言情,她轻轻咬唇，眼中含泪。,（含泪凝望）
日常,她轻轻拿起茶杯，嘴角露出微笑。,（优雅地品茶）
武打,他迅速侧身，剑光一闪。,（快速躲避并反击）
历史,拿破仑站在船头，凝视着远方逐渐显现的陆地轮廓。,（凝视远方）
玄幻,掌心凝聚出一团幽蓝火焰,（释放魔法火焰）
科幻,飞船突然加速，穿越星际尘埃。,（启动超光速引擎）
言情,她轻轻抬头，泪眼朦胧地望着他。,（抬头并流泪）
日常,她轻轻放下茶杯，嘴角微微上扬。,（微笑并放下茶杯）
生活,她静静地躺在沙发上，眼中闪烁着泪光。,（轻轻擦去眼角泪水）
日常,她轻轻放下咖啡杯，嘴角微微上扬。,（放下杯子并微笑）
轻小说,她轻巧地跃过小溪，笑声清脆。,（跳跃过溪流）
日常,她轻轻端起茶杯，嘴角微微上扬，目光柔和地望向窗外。,（优雅地品茶并望向远方）
轻小说,她轻轻合上手中的魔法书，嘴角露出一抹神秘的微笑。,（合上书并微笑）
日常,她轻快地跳下台阶，笑容灿烂。,（跳跃并微笑）
历史,哥伦布用手指着远方，眼中充满希望。,（指向未知的远方）
武打,他迅速转身，刀光一闪。,（快速转身并挥刀）
仙侠,她轻轻挥动长袖，空中飘落点点星光。,（施展轻功跃上屋顶）
轻小说,她轻咬下唇，犹豫地低下头。,（紧张地绞手指）
武打,她迅速转身，刀光闪烁。,（旋转并挥刀）
日常,她轻轻放下茶杯，嘴角微微上扬。,（微笑并放下杯子）
都市,她快速地穿过拥挤的街道，不时回头张望。,（匆匆行走并警惕地环顾四周）
玄幻,她轻挥玉手，空中顿时凝聚出无数冰晶，寒气逼人。,（施展寒冰法术）
科幻,她快速地扫描四周，耳边的神经网络闪烁着蓝光。,（环视并通过植入物接收信息）
科幻,她快速在控制面板上输入一串复杂的代码，屏幕随即闪烁起刺眼的蓝光。,（输入代码并激活系统）
侦探,侦探低头凝视着地板上的血迹。,（仔细观察现场）
日常,她轻轻拍了拍朋友的肩膀，微笑着。,（安慰地拍肩）
轻小说,她轻轻踮起脚尖，向窗外望去。,（眺望远方）
都市,她急匆匆地穿越人群，目光坚定。,（快速穿过人群）
言情,她轻轻抚过他的脸颊，泪光闪烁。,（温柔抚摸脸颊）
仙侠,她轻挥衣袖，风起云涌。,（施展御风术）
日常,她轻轻拿起茶杯，微笑着望向窗外。,（优雅地品茶）
侦探,侦探迅速蹲下身，仔细查看地面。,（蹲下并检查痕迹）
武打,她迅速转身，剑尖直指对方咽喉。,（快速转身并用剑指喉）
轻小说,她轻抚着古老的书籍，眼中闪过一抹神秘的光芒。,（抚摸书籍并露出神秘的微笑）
言情,她轻轻靠近，眼中闪烁着泪光。,（轻抚对方脸颊）
言情,她轻咬着下唇，眼中闪烁着泪光，手指紧紧攥着衣角。,（低头忍住泪水）
历史,他紧握宝剑，目光如炬。,（挥剑指向远方）
玄幻,她轻挥衣袖，空中绽放出绚烂的火焰。,（施展火焰法术）
言情,她轻咬着下唇，眼中闪烁着犹豫与期待的光芒。,（低头玩弄衣角）
日常,她轻轻地叹了口气，望向窗外。,（叹气并看向窗外）
轻小说,她轻抚着古老的书籍，眼中闪过一丝神秘的光芒。,（抚摸书本并露出微笑）
历史,他手持长矛，站在城墙之上，目光坚定地望向远方。,（握紧长矛，凝视远方）
历史,皇帝缓缓展开诏书，目光如炬。,（宣读圣旨）
言情,她轻咬着下唇，眼中闪过一丝犹豫，最终缓缓伸出了颤抖的手。,（伸手轻触对方脸颊）
都市,她在人群中急奔，呼吸急促。,（穿梭跑步）
言情,她轻轻转身，泪眼朦胧。,（擦去眼角的泪水）
日常,她轻轻地放下杯子，嘴角微微上扬。,（放下杯子并微笑）
日常,她轻轻地合上书本，望向窗外的夕阳，嘴角微微上扬。,（合书并微笑）
武打,她迅速转身，刀光闪烁。,（挥刀斩向敌人）
都市,她快速地敲打键盘，眼泪滑过脸颊。,（哭泣并专注于电脑）
历史,将军抽出长剑，指向远方的敌营。,（拔剑指敌营）
历史,远征军疲惫地跋涉在沙漠中，队长突然举手示意众人停下。,（抬手示意停止前进）
都市,她快速翻看着手机，眉头紧锁。,（焦急地滑动屏幕）
历史,他紧握古卷，目光如炬。,（研究古籍）
仙侠,她轻挥衣袖，剑光如水。,（挥袖出剑）
侦探,侦探迅速蹲下身，仔细检查地板上的痕迹。,（蹲下并检查痕迹）
言情,她轻轻咬着下唇，眼神中闪过一丝羞涩，手指不自觉地缠绕着衣角。,（低头羞涩地玩弄衣角）
科幻,她快速启动飞船，跃入星辰大海。,（启动飞船跃迁）
言情,她轻轻踮起脚尖，靠近他的耳边。,（轻声细语）
武打,她轻盈地跃起，剑尖直指对手。,（跳跃并刺剑）
仙侠,她轻盈跃起，衣袖飘飘。,（凌空踏步）
玄幻,她轻轻挥动手中的法杖，口中念念有词。,（召唤出一道耀眼的光芒）
武打,他迅速侧身，避开了迎面而来的飞镖。,（侧身躲避暗器）
历史,他沉思片刻，然后果断地在羊皮纸上写下了几行字。,（书写重要文件）
玄幻,在月光的照耀下，林风双手快速结印，口中念念有词。,（施展法术召唤风之精灵）
言情,她轻咬下唇，眼中闪烁着泪光。,（低头掩饰情绪）
